Time (min),Force (N),Position (mm)
1.67E-05,0.293,0.00
0.00152,0.279,0.00
0.00302,0.343,0.00
0.00452,0.376,0.00
0.00603,0.311,0.000200
0.00753,0.543,0.00100
0.00903,0.852,0.00258
0.0105,1.31,0.00450
0.0120,1.44,0.00640
0.0135,1.62,0.00820
0.0150,1.88,0.0100
0.0165,2.09,0.0117
0.0180,2.29,0.0133
0.0195,2.49,0.0148
0.0210,2.83,0.0164
0.0226,3.02,0.0179
0.0241,3.20,0.0194
0.0256,3.56,0.0208
0.0271,3.84,0.0223
0.0286,4.27,0.0238
0.0301,4.66,0.0254
0.0316,5.09,0.0269
0.0331,5.55,0.0284
0.0346,5.97,0.0298
0.0361,6.51,0.0314
0.0376,6.98,0.0329
0.0391,7.57,0.0343
0.0406,8.16,0.0358
0.0421,8.80,0.0374
0.0436,9.41,0.0389
0.0451,10.2,0.0404
0.0466,11.1,0.0419
0.0481,11.9,0.0434
0.0496,12.8,0.0449
0.0511,14.0,0.0464
0.0526,14.9,0.0479
0.0541,16.0,0.0494
0.0556,17.3,0.0510
0.0571,18.5,0.0524
0.0586,19.8,0.0539
0.0601,21.4,0.0554
0.0616,23.0,0.0569
0.0631,24.8,0.0584
0.0646,26.6,0.0599
0.0661,28.5,0.0614
0.0676,30.7,0.0630
0.0691,32.9,0.0644
0.0706,35.1,0.0659
0.0721,37.7,0.0674
0.0736,40.2,0.0689
0.0751,43.1,0.0705
0.0766,45.8,0.0720
0.0781,48.8,0.0734
0.0796,52.0,0.0750
0.0811,55.2,0.0765
0.0826,58.5,0.0780
0.0841,62.0,0.0795
0.0856,65.7,0.0810
0.0872,69.5,0.0825
0.0887,73.4,0.0840
0.0902,77.3,0.0855
0.0917,81.2,0.0870
0.0932,85.7,0.0885
0.0947,89.7,0.0900
0.0962,94.3,0.0915
0.0977,98.8,0.0930
0.0992,103,0.0945
0.101,108,0.0960
0.102,113,0.0975
0.104,118,0.0990
0.105,123,0.101
0.107,128,0.102
0.108,134,0.103
0.110,139,0.105
0.111,145,0.107
0.113,151,0.108
0.114,157,0.110
0.116,163,0.111
0.117,169,0.113
0.119,175,0.114
0.120,181,0.116
0.122,188,0.117
0.123,194,0.119
0.125,201,0.120
0.126,208,0.122
0.128,215,0.123
0.129,222,0.125
0.131,229,0.126
0.132,236,0.128
0.134,244,0.129
0.135,251,0.131
0.137,259,0.132
0.138,267,0.134
0.140,275,0.135
0.141,283,0.137
0.143,291,0.138
0.144,300,0.140
0.146,309,0.141
0.147,317,0.143
0.149,326,0.144
0.150,334,0.146
0.152,343,0.147
0.153,352,0.149
0.155,361,0.150
0.156,371,0.152
0.158,380,0.153
0.159,389,0.155
0.161,399,0.156
0.162,409,0.158
0.164,419,0.159
0.165,429,0.161
0.167,439,0.162
0.168,450,0.164
0.170,460,0.165
0.171,470,0.167
0.173,480,0.168
0.174,491,0.170
0.176,502,0.171
0.177,513,0.173
0.179,524,0.174
0.180,535,0.176
0.182,546,0.177
0.183,558,0.179
0.185,569,0.180
0.186,581,0.182
0.188,593,0.183
0.189,604,0.185
0.191,616,0.186
0.192,628,0.188
0.194,641,0.189
0.195,653,0.191
0.197,665,0.192
0.198,678,0.194
0.200,692,0.195
0.201,704,0.197
0.203,717,0.198
0.204,731,0.200
0.206,745,0.201
0.207,758,0.203
0.209,772,0.204
0.210,787,0.206
0.212,802,0.207
0.213,816,0.209
0.215,831,0.210
0.216,846,0.212
0.218,862,0.213
0.219,877,0.215
0.221,892,0.216
0.222,908,0.218
0.224,924,0.219
0.225,939,0.221
0.227,956,0.222
0.228,972,0.224
0.230,989,0.225
0.231,1010,0.227
0.233,1020,0.228
0.234,1040,0.230
0.236,1060,0.231
0.237,1070,0.233
0.239,1090,0.234
0.240,1110,0.236
0.242,1130,0.237
0.243,1150,0.239
0.245,1160,0.240
0.246,1180,0.242
0.248,1200,0.243
0.249,1220,0.245
0.251,1240,0.246
0.252,1260,0.248
0.254,1280,0.249
0.255,1300,0.251
0.257,1320,0.252
0.258,1340,0.254
0.260,1360,0.255
0.261,1370,0.257
0.263,1390,0.258
0.264,1420,0.260
0.266,1430,0.261
0.267,1460,0.263
0.269,1480,0.264
0.270,1500,0.266
0.272,1520,0.267
0.273,1540,0.269
0.275,1560,0.270
0.276,1580,0.272
0.278,1600,0.273
0.279,1620,0.275
0.281,1640,0.276
0.282,1660,0.278
0.284,1690,0.279
0.285,1710,0.281
0.287,1730,0.282
0.288,1750,0.284
0.290,1770,0.285
0.291,1800,0.287
0.293,1820,0.288
0.294,1840,0.290
0.296,1860,0.291
0.297,1880,0.293
0.299,1910,0.294
0.300,1930,0.296
0.302,1950,0.297
0.303,1980,0.299
0.305,2000,0.300
0.306,2020,0.302
0.308,2050,0.303
0.309,2070,0.305
0.311,2090,0.306
0.312,2120,0.308
0.314,2140,0.309
0.315,2170,0.311
0.317,2190,0.313
0.319,2210,0.314
0.320,2240,0.315
0.322,2260,0.317
0.323,2290,0.318
0.325,2310,0.320
0.326,2340,0.321
0.328,2360,0.323
0.329,2390,0.324
0.331,2410,0.326
0.332,2440,0.327
0.334,2460,0.329
0.335,2490,0.330
0.337,2510,0.332
0.338,2540,0.333
0.340,2560,0.335
0.341,2590,0.337
0.343,2620,0.338
0.344,2640,0.339
0.346,2670,0.341
0.347,2690,0.342
0.349,2720,0.344
0.350,2750,0.346
0.352,2770,0.347
0.353,2800,0.349
0.355,2830,0.350
0.356,2860,0.352
0.358,2880,0.353
0.359,2910,0.355
0.361,2940,0.356
0.362,2960,0.358
0.364,2990,0.359
0.365,3020,0.361
0.367,3050,0.362
0.368,3070,0.364
0.370,3100,0.365
0.371,3130,0.367
0.373,3160,0.368
0.374,3190,0.370
0.376,3210,0.371
0.377,3240,0.373
0.379,3270,0.374
0.380,3300,0.376
0.382,3330,0.377
0.383,3360,0.379
0.385,3380,0.380
0.386,3410,0.382
0.388,3440,0.383
0.389,3470,0.385
0.391,3500,0.386
0.392,3530,0.388
0.394,3560,0.389
0.395,3590,0.391
0.397,3620,0.392
0.398,3650,0.394
0.400,3680,0.395
0.401,3700,0.396
0.403,3730,0.398
0.404,3760,0.400
0.406,3790,0.401
0.407,3820,0.403
0.409,3850,0.404
0.410,3890,0.406
0.412,3920,0.407
0.413,3940,0.409
0.415,3980,0.410
0.416,4010,0.412
0.418,4040,0.413
0.419,4070,0.415
0.421,4100,0.416
0.422,4130,0.418
0.424,4160,0.419
0.425,4190,0.421
0.427,4220,0.422
0.428,4250,0.424
0.430,4280,0.425
0.431,4310,0.427
0.433,4350,0.428
0.434,4380,0.430
0.436,4410,0.431
0.437,4440,0.433
0.439,4470,0.434
0.440,4500,0.436
0.442,4530,0.437
0.443,4570,0.439
0.445,4600,0.440
0.446,4630,0.442
0.448,4660,0.443
0.449,4700,0.445
0.451,4730,0.446
0.452,4760,0.448
0.454,4790,0.449
0.455,4820,0.451
0.457,4860,0.452
0.458,4890,0.454
0.460,4920,0.455
0.461,4960,0.457
0.463,4990,0.458
0.464,5020,0.460
0.466,5050,0.461
0.467,5090,0.463
0.469,5120,0.464
0.470,5150,0.466
0.472,5190,0.467
0.473,5220,0.469
0.475,5250,0.470
0.476,5290,0.472
0.478,5320,0.473
0.479,5350,0.475
0.481,5390,0.476
0.482,5420,0.478
0.484,5460,0.479
0.485,5490,0.481
0.487,5530,0.482
0.488,5560,0.484
0.490,5590,0.485
0.491,5630,0.487
0.493,5660,0.488
0.494,5690,0.490
0.496,5730,0.491
0.497,5760,0.493
0.499,5800,0.494
0.500,5830,0.496
0.502,5860,0.497
0.503,5900,0.499
0.505,5940,0.500
0.506,5970,0.502
0.508,6000,0.503
0.509,6040,0.505
0.511,6080,0.506
0.512,6110,0.508
0.514,6140,0.509
0.515,6180,0.511
0.517,6210,0.512
0.518,6250,0.514
0.520,6280,0.515
0.521,6320,0.517
0.523,6350,0.518
0.524,6390,0.520
0.526,6420,0.521
0.527,6460,0.523
0.529,6490,0.524
0.530,6530,0.526
0.532,6560,0.527
0.533,6600,0.529
0.535,6630,0.530
0.536,6670,0.532
0.538,6700,0.533
0.539,6740,0.535
0.541,6770,0.536
0.542,6810,0.538
0.544,6840,0.539
0.545,6880,0.541
0.547,6910,0.542
0.548,6950,0.544
0.550,6980,0.545
0.551,7020,0.547
0.553,7050,0.548
0.554,7090,0.550
0.556,7120,0.551
0.557,7160,0.553
0.559,7200,0.554
0.560,7230,0.556
0.562,7270,0.557
0.563,7300,0.559
0.565,7340,0.560
0.566,7370,0.562
0.568,7410,0.563
0.569,7440,0.565
0.571,7480,0.566
0.572,7510,0.568
0.574,7550,0.569
0.575,7590,0.571
0.577,7620,0.572
0.578,7650,0.574
0.580,7690,0.575
0.581,7730,0.577
0.583,7760,0.578
0.584,7800,0.580
0.586,7830,0.581
0.587,7870,0.583
0.589,7900,0.584
0.590,7940,0.586
0.592,7980,0.588
0.593,8010,0.589
0.595,8040,0.590
0.596,8080,0.592
0.598,8120,0.593
0.599,8150,0.595
0.601,8190,0.596
0.602,8220,0.598
0.604,8260,0.600
