Time (min),Force (N),Position (mm)
1.67E-05,0.429,-0.000300
0.00202,0.350,-0.000400
0.00402,0.446,-0.000400
0.00603,0.445,0.000200
0.00803,0.664,0.00260
0.0100,0.757,0.00520
0.0120,0.918,0.00760
0.0140,0.900,0.00980
0.0160,1.00,0.0120
0.0181,1.00,0.0141
0.0201,1.10,0.0161
0.0221,1.12,0.0181
0.0241,1.11,0.0202
0.0261,1.27,0.0221
0.0281,1.44,0.0241
0.0301,1.42,0.0262
0.0321,1.51,0.0282
0.0341,1.63,0.0302
0.0361,1.87,0.0321
0.0381,2.02,0.0342
0.0401,2.17,0.0362
0.0421,2.48,0.0382
0.0441,2.70,0.0402
0.0461,2.92,0.0422
0.0481,3.30,0.0442
0.0501,3.42,0.0462
0.0521,4.01,0.0482
0.0541,4.20,0.0502
0.0561,4.72,0.0522
0.0581,5.21,0.0542
0.0601,5.57,0.0563
0.0621,5.97,0.0583
0.0641,6.36,0.0603
0.0661,6.88,0.0623
0.0682,7.65,0.0642
0.0702,8.27,0.0662
0.0722,8.93,0.0682
0.0742,9.46,0.0703
0.0762,10.1,0.0723
0.0782,10.9,0.0742
0.0802,11.9,0.0762
0.0822,13.0,0.0783
0.0842,14.1,0.0802
0.0862,15.6,0.0823
0.0882,17.0,0.0843
0.0902,18.4,0.0863
0.0922,20.0,0.0883
0.0942,21.9,0.0904
0.0962,23.8,0.0923
0.0982,26.1,0.0943
0.100,28.3,0.0963
0.102,30.9,0.0983
0.104,33.5,0.100
0.106,36.3,0.102
0.108,39.5,0.104
0.110,42.5,0.106
0.112,45.7,0.108
0.114,49.2,0.110
0.116,52.8,0.112
0.118,56.6,0.114
0.120,60.6,0.116
0.122,64.5,0.118
0.124,68.7,0.120
0.126,73.2,0.122
0.128,77.6,0.124
0.130,82.3,0.126
0.132,87.2,0.128
0.134,92.2,0.130
0.136,97.4,0.132
0.138,103,0.134
0.140,108,0.136
0.142,114,0.138
0.144,120,0.140
0.146,126,0.142
0.148,132,0.144
0.150,138,0.146
0.152,144,0.148
0.154,150,0.150
0.156,156,0.152
0.158,163,0.154
0.160,170,0.156
0.162,176,0.159
0.164,183,0.161
0.166,189,0.162
0.168,196,0.164
0.170,203,0.167
0.172,210,0.169
0.174,218,0.171
0.176,225,0.173
0.178,232,0.175
0.180,239,0.177
0.182,247,0.179
0.184,254,0.181
0.186,262,0.183
0.188,269,0.185
0.190,277,0.187
0.192,285,0.189
0.194,293,0.191
0.196,301,0.193
0.198,309,0.195
0.200,317,0.197
0.202,325,0.199
0.204,333,0.201
0.206,342,0.203
0.208,350,0.205
0.210,359,0.207
0.212,368,0.209
0.214,376,0.211
0.216,385,0.213
0.218,394,0.215
0.220,403,0.217
0.222,413,0.219
0.224,422,0.221
0.226,431,0.223
0.228,441,0.225
0.230,450,0.227
0.232,460,0.229
0.234,470,0.231
0.236,479,0.233
0.238,489,0.235
0.240,500,0.237
0.242,510,0.239
0.245,521,0.241
0.247,531,0.243
0.249,542,0.245
0.251,553,0.247
0.253,564,0.249
0.255,576,0.251
0.257,587,0.253
0.259,599,0.255
0.261,611,0.257
0.263,623,0.259
0.265,635,0.261
0.267,647,0.263
0.269,659,0.265
0.271,672,0.267
0.273,684,0.269
0.275,697,0.271
0.277,710,0.273
0.279,723,0.275
0.281,736,0.277
0.283,749,0.279
0.285,763,0.281
0.287,776,0.283
0.289,790,0.285
0.291,804,0.287
0.293,818,0.289
0.295,832,0.291
0.297,847,0.293
0.299,861,0.295
0.301,875,0.297
0.303,890,0.299
0.305,905,0.301
0.307,920,0.303
0.309,935,0.305
0.311,950,0.307
0.313,965,0.309
0.315,981,0.311
0.317,997,0.313
0.319,1010,0.315
0.321,1030,0.317
0.323,1040,0.319
0.325,1060,0.321
0.327,1080,0.323
0.329,1090,0.325
0.331,1110,0.327
0.333,1130,0.329
0.335,1140,0.331
0.337,1160,0.333
0.339,1180,0.335
0.341,1190,0.337
0.343,1210,0.339
0.345,1230,0.341
0.347,1240,0.343
0.349,1260,0.345
0.351,1280,0.347
0.353,1300,0.349
0.355,1310,0.351
0.357,1330,0.353
0.359,1350,0.355
0.361,1370,0.357
0.363,1380,0.359
0.365,1400,0.361
0.367,1420,0.363
0.369,1440,0.365
0.371,1460,0.367
0.373,1480,0.369
0.375,1490,0.371
0.377,1510,0.373
0.379,1530,0.375
0.381,1550,0.377
0.383,1570,0.379
0.385,1590,0.381
0.387,1600,0.383
0.389,1620,0.385
0.391,1640,0.387
0.393,1660,0.389
0.395,1680,0.391
0.397,1700,0.393
0.399,1720,0.395
0.401,1730,0.397
0.403,1750,0.399
0.405,1770,0.401
0.407,1790,0.403
0.409,1810,0.405
0.411,1830,0.407
0.413,1850,0.409
0.415,1870,0.411
0.417,1890,0.413
0.419,1910,0.415
0.421,1920,0.417
0.423,1930,0.419
0.425,1950,0.421
0.427,1970,0.423
0.429,1990,0.425
0.431,2010,0.427
0.433,2030,0.429
0.435,2050,0.431
0.437,2070,0.433
0.439,2100,0.435
0.441,2120,0.437
0.443,2140,0.439
0.445,2160,0.441
0.447,2180,0.443
0.449,2200,0.445
0.451,2220,0.447
0.453,2250,0.449
0.455,2270,0.451
0.457,2290,0.453
0.459,2310,0.455
0.461,2330,0.457
0.463,2350,0.459
0.465,2380,0.461
0.467,2400,0.463
0.469,2420,0.465
0.471,2440,0.467
0.473,2460,0.469
0.475,2480,0.471
0.477,2500,0.473
0.479,2530,0.475
0.481,2550,0.477
0.483,2570,0.479
0.485,2590,0.481
0.487,2610,0.483
0.489,2630,0.485
0.491,2660,0.487
0.493,2680,0.489
0.495,2700,0.491
