Time (min),Force (N),Position (mm)
1.667E-05,0.51429,-0.0001000
0.001082,0.60714,-0.0001000
0.002148,0.57143,-0.0001000
0.003214,0.55453,-0.0001000
0.004279,0.57683,-0.0001000
0.005345,0.53075,-0.0001000
0.006411,0.59477,0.000
0.007476,0.68571,0.0003000
0.008542,0.65714,0.0009000
0.009608,0.97143,0.002445
0.01067,1.4099,0.003939
0.01174,1.3571,0.005333
0.01280,1.6557,0.006700
0.01387,1.8643,0.007900
0.01494,2.0122,0.009115
0.01600,2.2726,0.01040
0.01707,2.4429,0.01160
0.01813,2.7720,0.01280
0.01920,3.1578,0.01389
0.02026,3.5977,0.01500
0.02133,4.0429,0.01600
0.02240,4.6328,0.01710
0.02346,5.2500,0.01820
0.02453,5.8957,0.01930
0.02559,6.5901,0.02030
0.02666,7.4391,0.02135
0.02772,8.2399,0.02244
0.02879,9.0597,0.02350
0.02985,10.207,0.02460
0.03092,11.253,0.02570
0.03199,12.257,0.02670
0.03305,13.609,0.02780
0.03412,14.758,0.02890
0.03518,16.150,0.02990
0.03625,17.548,0.03090
0.03731,18.898,0.03200
0.03838,20.353,0.03310
0.03945,21.970,0.03420
0.04051,23.446,0.03530
0.04158,25.078,0.03630
0.04264,26.849,0.03740
0.04371,28.668,0.03840
0.04477,30.483,0.03950
0.04584,32.346,0.04060
0.04691,34.526,0.04170
0.04797,36.672,0.04273
0.04904,38.788,0.04380
0.05010,41.134,0.04490
0.05117,43.447,0.04600
0.05223,46.022,0.04710
0.05330,48.505,0.04810
0.05436,51.175,0.04920
0.05543,53.745,0.05030
0.05650,56.445,0.05130
0.05756,59.342,0.05240
0.05863,62.179,0.05346
0.05969,65.167,0.05450
0.06076,68.205,0.05560
0.06182,71.237,0.05660
0.06289,74.364,0.05770
0.06396,77.931,0.05880
0.06502,81.005,0.05980
0.06609,84.731,0.06090
0.06715,88.566,0.06200
0.06822,91.994,0.06310
0.06928,95.538,0.06410
0.07035,99.712,0.06520
0.07142,103.86,0.06630
0.07248,107.99,0.06730
0.07355,111.93,0.06840
0.07461,116.36,0.06947
0.07568,120.68,0.07050
0.07674,125.51,0.07150
0.07781,129.93,0.07260
0.07887,135.02,0.07365
0.07994,140.30,0.07474
0.08101,145.61,0.07580
0.08207,151.16,0.07690
0.08314,157.36,0.07800
0.08420,163.24,0.07900
0.08527,169.55,0.08010
0.08633,176.34,0.08120
0.08740,182.84,0.08220
0.08847,189.32,0.08320
0.08953,196.59,0.08430
0.09060,203.58,0.08538
0.09166,211.24,0.08640
0.09273,218.76,0.08750
0.09379,226.37,0.08850
0.09486,233.95,0.08960
0.09593,242.63,0.09070
0.09699,250.92,0.09180
0.09806,259.16,0.09290
0.09912,268.36,0.09400
0.1002,277.40,0.09500
0.1013,285.97,0.09610
0.1023,294.85,0.09710
0.1034,304.07,0.09820
0.1045,314.13,0.09930
0.1055,323.92,0.1004
0.1066,333.61,0.1014
0.1076,343.40,0.1025
0.1087,353.65,0.1035
0.1098,363.97,0.1046
0.1108,374.55,0.1056
0.1119,385.56,0.1067
0.1130,396.73,0.1077
0.1140,408.11,0.1088
0.1151,419.38,0.1099
0.1162,431.64,0.1110
0.1172,444.28,0.1121
0.1183,457.22,0.1132
0.1194,469.28,0.1142
0.1204,481.92,0.1153
0.1215,495.02,0.1163
0.1226,507.95,0.1174
0.1236,521.41,0.1185
0.1247,535.18,0.1195
0.1258,548.86,0.1206
0.1268,563.31,0.1217
0.1279,577.08,0.1227
0.1290,592.54,0.1239
0.1300,607.77,0.1250
0.1311,622.32,0.1260
0.1322,637.09,0.1270
0.1332,653.19,0.1281
0.1343,668.12,0.1291
0.1354,684.13,0.1302
0.1364,699.97,0.1313
0.1375,717.03,0.1324
0.1386,732.77,0.1334
0.1396,749.50,0.1345
0.1407,766.01,0.1355
0.1417,783.46,0.1366
0.1428,800.93,0.1377
0.1439,818.29,0.1387
0.1449,835.20,0.1398
0.1460,853.73,0.1408
0.1471,871.17,0.1419
0.1481,889.24,0.1430
0.1492,908.62,0.1441
0.1503,928.14,0.1452
0.1513,946.18,0.1462
0.1524,965.67,0.1473
0.1535,984.99,0.1483
0.1545,1004.5,0.1494
0.1556,1023.8,0.1505
0.1567,1043.5,0.1515
0.1577,1062.4,0.1526
0.1588,1082.7,0.1536
0.1599,1102.9,0.1547
0.1609,1123.3,0.1558
0.1620,1145.0,0.1569
0.1631,1166.6,0.1579
0.1641,1186.8,0.1590
0.1652,1208.6,0.1601
0.1663,1229.3,0.1611
0.1673,1250.7,0.1622
0.1684,1272.3,0.1632
0.1695,1293.7,0.1643
0.1705,1315.4,0.1654
0.1716,1338.8,0.1664
0.1727,1360.9,0.1675
0.1737,1382.6,0.1686
0.1748,1405.1,0.1696
0.1758,1427.9,0.1707
0.1769,1449.9,0.1717
0.1780,1473.0,0.1728
0.1790,1496.3,0.1739
0.1801,1519.6,0.1749
0.1812,1542.9,0.1760
0.1822,1566.8,0.1771
0.1833,1590.8,0.1782
0.1844,1615.7,0.1792
0.1854,1639.1,0.1803
0.1865,1662.5,0.1813
0.1876,1686.5,0.1824
0.1886,1710.4,0.1834
0.1897,1733.2,0.1845
0.1908,1758.3,0.1855
0.1918,1782.7,0.1866
0.1929,1807.1,0.1877
0.1940,1832.2,0.1887
0.1950,1858.2,0.1898
0.1961,1884.4,0.1910
0.1972,1908.8,0.1920
0.1982,1935.0,0.1931
0.1993,1961.1,0.1942
0.2004,1986.0,0.1953
0.2014,2009.9,0.1962
0.2025,2036.3,0.1974
0.2036,2063.2,0.1984
0.2046,2088.2,0.1995
0.2057,2113.6,0.2006
0.2068,2139.1,0.2016
0.2078,2163.5,0.2026
0.2089,2190.2,0.2037
0.2099,2215.8,0.2048
0.2110,2242.3,0.2058
0.2121,2268.9,0.2069
0.2131,2294.9,0.2080
0.2142,2319.9,0.2090
0.2153,2348.1,0.2101
0.2163,2373.9,0.2112
0.2174,2401.0,0.2123
0.2185,2427.4,0.2133
0.2195,2453.4,0.2144
0.2206,2479.4,0.2154
0.2217,2506.9,0.2165
0.2227,2533.1,0.2176
0.2238,2560.5,0.2187
0.2249,2587.2,0.2197
0.2259,2613.3,0.2208
0.2270,2639.5,0.2219
0.2281,2668.5,0.2229
0.2291,2695.0,0.2240
0.2302,2721.5,0.2251
0.2313,2750.0,0.2262
0.2323,2778.1,0.2272
0.2334,2804.3,0.2283
0.2345,2831.3,0.2293
0.2355,2858.9,0.2304
0.2366,2888.8,0.2315
0.2377,2917.2,0.2326
0.2387,2943.6,0.2336
0.2398,2970.0,0.2347
0.2409,2998.0,0.2357
0.2419,3025.8,0.2368
0.2430,3053.4,0.2379
0.2441,3081.1,0.2389
0.2451,3109.4,0.2400
0.2462,3138.2,0.2411
0.2472,3165.3,0.2422
0.2483,3195.0,0.2433
0.2494,3223.1,0.2444
0.2504,3251.5,0.2455
0.2515,3277.9,0.2464
0.2526,3305.6,0.2475
0.2536,3333.4,0.2485
0.2547,3361.0,0.2496
0.2558,3388.3,0.2506
0.2568,3417.0,0.2517
0.2579,3444.2,0.2527
0.2590,3473.0,0.2538
0.2600,3500.5,0.2549
0.2611,3530.9,0.2560
0.2622,3560.1,0.2571
0.2632,3587.6,0.2581
0.2643,3615.1,0.2592
0.2654,3645.2,0.2603
0.2664,3672.9,0.2613
0.2675,3701.9,0.2624
0.2686,3730.5,0.2635
0.2696,3760.4,0.2646
0.2707,3787.6,0.2656
0.2718,3816.5,0.2666
0.2728,3844.5,0.2677
0.2739,3873.1,0.2688
0.2750,3901.9,0.2698
0.2760,3930.1,0.2709
0.2771,3956.9,0.2719
0.2782,3986.0,0.2729
0.2792,4014.0,0.2740
0.2803,4041.6,0.2750
0.2813,4070.4,0.2761
0.2824,4099.6,0.2771
0.2835,4126.2,0.2781
0.2845,4155.9,0.2792
0.2856,4185.0,0.2803
0.2867,4214.8,0.2813
0.2877,4245.0,0.2825
0.2888,4274.8,0.2835
0.2899,4302.4,0.2846
0.2909,4332.8,0.2856
0.2920,4363.4,0.2868
0.2931,4393.6,0.2879
0.2941,4425.6,0.2890
0.2952,4456.0,0.2900
0.2963,4484.1,0.2911
0.2973,4514.8,0.2922
0.2984,4543.7,0.2933
0.2995,4573.0,0.2943
0.3005,4601.9,0.2954
0.3016,4631.0,0.2964
