Time (min),Force (N),Position (mm)
2E-05,0.586,0.000200
0.002,0.607,0.000200
0.004,0.567,0.000200
0.006,0.707,0.000500
0.008,0.990,0.00233
0.01,1.98,0.00466
0.01,2.97,0.00700
0.01,4.40,0.00933
0.02,6.01,0.0116
0.02,7.75,0.0137
0.02,9.89,0.0158
0.02,12.4,0.0177
0.02,15.6,0.0198
0.03,19.2,0.0220
0.03,22.9,0.0241
0.03,26.8,0.0262
0.03,31.3,0.0282
0.03,36.2,0.0303
0.04,41.3,0.0323
0.04,47.0,0.0344
0.04,53.2,0.0365
0.04,59.7,0.0386
0.05,66.5,0.0406
0.05,74.0,0.0427
0.05,81.8,0.0447
0.05,90.0,0.0468
0.05,98.7,0.0488
0.06,108,0.0509
0.06,117,0.0530
0.06,127,0.0550
0.06,137,0.0571
0.06,148,0.0592
0.07,159,0.0612
0.07,171,0.0632
0.07,183,0.0653
0.07,195,0.0673
0.07,208,0.0694
0.08,221,0.0714
0.08,235,0.0735
0.08,248,0.0755
0.08,263,0.0776
0.08,277,0.0796
0.09,292,0.0817
0.09,307,0.0837
0.09,322,0.0857
0.09,338,0.0878
0.09,354,0.0899
0.1,370,0.0919
0.1,387,0.0940
0.1,404,0.0960
0.1,422,0.0981
0.1,439,0.100
0.1,458,0.102
0.1,476,0.104
0.1,496,0.106
0.1,515,0.108
0.1,535,0.111
0.1,555,0.113
0.1,575,0.115
0.1,595,0.117
0.1,617,0.119
0.1,639,0.121
0.1,661,0.123
0.1,684,0.125
0.1,706,0.127
0.1,729,0.129
0.1,753,0.131
0.1,776,0.133
0.1,801,0.135
0.1,826,0.137
0.1,850,0.139
0.1,876,0.141
0.1,902,0.143
0.2,928,0.146
0.2,954,0.148
0.2,981,0.150
0.2,1010,0.152
0.2,1040,0.154
0.2,1060,0.156
0.2,1090,0.158
0.2,1120,0.160
0.2,1150,0.162
0.2,1180,0.164
0.2,1210,0.166
0.2,1240,0.168
0.2,1270,0.170
0.2,1300,0.172
0.2,1330,0.174
0.2,1360,0.176
0.2,1390,0.178
0.2,1430,0.181
0.2,1460,0.183
0.2,1490,0.185
0.2,1520,0.187
0.2,1550,0.189
0.2,1590,0.191
0.2,1620,0.193
0.2,1650,0.195
0.2,1690,0.197
0.2,1720,0.199
0.2,1760,0.201
0.2,1790,0.203
0.2,1830,0.205
0.2,1860,0.207
0.2,1900,0.209
0.2,1930,0.211
0.2,1970,0.213
0.2,2000,0.215
0.2,2040,0.218
0.2,2070,0.220
0.2,2110,0.222
0.2,2150,0.224
0.2,2180,0.226
0.2,2220,0.228
0.2,2260,0.230
0.2,2290,0.232
0.2,2330,0.234
0.2,2370,0.236
0.2,2410,0.238
0.2,2440,0.240
