Time (min),Force (N),Position (mm)
2E-05,0.321,-0.000500
0.001,0.286,-0.000500
0.003,0.301,-0.000500
0.004,0.307,-0.000500
0.005,0.306,-0.000500
0.007,0.343,-0.000100
0.008,0.348,0.000800
0.009,0.600,0.00270
0.01,0.879,0.00450
0.01,1.12,0.00610
0.01,1.38,0.00770
0.01,1.83,0.00920
0.02,2.11,0.0107
0.02,2.65,0.0121
0.02,3.33,0.0135
0.02,3.92,0.0148
0.02,4.67,0.0162
0.02,5.51,0.0175
0.02,6.47,0.0189
0.03,7.45,0.0202
0.03,8.45,0.0216
0.03,9.63,0.0230
0.03,10.8,0.0243
0.03,12.1,0.0256
0.03,13.4,0.0269
0.03,14.9,0.0282
0.03,16.5,0.0296
0.04,18.1,0.0309
0.04,19.8,0.0322
0.04,21.6,0.0336
0.04,23.6,0.0349
0.04,25.6,0.0362
0.04,27.8,0.0376
0.04,30.2,0.0389
0.05,32.6,0.0403
0.05,35.2,0.0416
0.05,38.0,0.0430
0.05,40.9,0.0443
0.05,43.9,0.0456
0.05,47.2,0.0469
0.05,50.4,0.0483
0.05,53.9,0.0496
0.06,57.5,0.0509
0.06,61.0,0.0522
0.06,64.8,0.0536
0.06,69.2,0.0549
0.06,73.4,0.0563
0.06,77.5,0.0576
0.06,81.8,0.0589
0.07,86.2,0.0603
0.07,90.7,0.0616
0.07,95.1,0.0629
0.07,99.9,0.0642
0.07,105,0.0655
0.07,110,0.0669
0.07,115,0.0683
0.07,121,0.0696
0.08,126,0.0709
0.08,132,0.0722
0.08,137,0.0735
0.08,143,0.0749
0.08,149,0.0762
0.08,155,0.0776
0.08,161,0.0789
0.09,168,0.0802
0.09,174,0.0815
0.09,180,0.0828
0.09,187,0.0842
0.09,194,0.0855
0.09,201,0.0869
0.09,208,0.0882
0.09,216,0.0896
0.1,223,0.0909
0.1,231,0.0922
0.1,238,0.0935
0.1,246,0.0949
0.1,254,0.0962
0.1,262,0.0975
0.1,270,0.0988
0.1,279,0.100
0.1,288,0.102
0.1,296,0.103
0.1,306,0.104
0.1,315,0.106
0.1,324,0.107
0.1,334,0.108
0.1,343,0.110
0.1,353,0.111
0.1,363,0.112
0.1,373,0.113
0.1,384,0.115
0.1,394,0.116
0.1,406,0.118
0.1,417,0.119
0.1,428,0.120
0.1,439,0.122
0.1,450,0.123
0.1,462,0.124
0.1,474,0.126
0.1,486,0.127
0.1,498,0.128
0.1,510,0.130
0.1,523,0.131
0.1,536,0.132
0.1,549,0.133
0.1,562,0.135
0.1,575,0.136
0.1,589,0.138
0.1,603,0.139
0.1,616,0.140
0.1,631,0.142
0.1,646,0.143
0.1,660,0.144
0.2,675,0.146
0.2,689,0.147
0.2,704,0.148
0.2,720,0.150
0.2,735,0.151
0.2,751,0.152
0.2,767,0.154
0.2,783,0.155
0.2,799,0.156
0.2,815,0.158
0.2,831,0.159
0.2,847,0.160
0.2,864,0.162
0.2,882,0.163
0.2,899,0.164
0.2,916,0.166
0.2,934,0.167
0.2,952,0.168
0.2,970,0.170
0.2,988,0.171
0.2,1010,0.172
0.2,1020,0.174
0.2,1040,0.175
0.2,1060,0.176
0.2,1080,0.178
0.2,1100,0.179
0.2,1120,0.180
0.2,1140,0.182
0.2,1160,0.183
0.2,1180,0.184
0.2,1200,0.186
0.2,1220,0.187
0.2,1240,0.188
0.2,1260,0.190
0.2,1280,0.191
0.2,1300,0.192
0.2,1320,0.193
0.2,1340,0.195
0.2,1360,0.196
0.2,1380,0.198
0.2,1400,0.199
0.2,1420,0.200
0.2,1440,0.201
0.2,1470,0.203
0.2,1490,0.204
0.2,1510,0.206
0.2,1530,0.207
0.2,1550,0.208
0.2,1580,0.210
0.2,1600,0.211
0.2,1620,0.212
0.2,1640,0.213
0.2,1660,0.215
0.2,1690,0.216
0.2,1710,0.218
0.2,1730,0.219
0.2,1760,0.220
