Time (min),Force (N),Position (mm)
1.667E-05,0.15714,-0.0004000
0.0009801,0.15714,-0.0004000
0.001944,0.17857,-0.0004000
0.002907,0.12143,-0.0004000
0.003870,0.10554,-0.0004000
0.004834,0.24286,-0.0004000
0.005797,0.13091,-0.0004000
0.006761,0.20714,-0.0001000
0.007724,0.22611,0.0003000
0.008688,0.46610,0.001300
0.009651,0.78657,0.002706
0.01061,1.0948,0.004100
0.01158,1.3882,0.005300
0.01254,1.6643,0.006548
0.01350,2.1847,0.007700
0.01447,2.6500,0.008809
0.01543,3.1756,0.009900
0.01640,3.8214,0.01100
0.01736,4.4893,0.01200
0.01832,5.3188,0.01300
0.01929,6.1580,0.01400
0.02025,7.1056,0.01500
0.02121,8.0890,0.01600
0.02218,9.1720,0.01700
0.02314,10.529,0.01790
0.02410,11.769,0.01890
0.02507,13.428,0.01990
0.02603,15.304,0.02088
0.02699,17.445,0.02180
0.02796,19.844,0.02280
0.02892,22.558,0.02370
0.02988,25.442,0.02470
0.03085,28.798,0.02560
0.03181,32.233,0.02660
0.03277,36.289,0.02750
0.03374,40.386,0.02850
0.03470,45.137,0.02950
0.03566,50.018,0.03048
0.03663,55.173,0.03146
0.03759,60.890,0.03240
0.03855,66.663,0.03340
0.03952,72.644,0.03430
0.04048,79.008,0.03530
0.04144,85.704,0.03627
0.04241,92.839,0.03720
0.04337,100.44,0.03820
0.04433,108.24,0.03920
0.04530,116.27,0.04010
0.04626,124.36,0.04107
0.04722,132.92,0.04200
0.04819,141.52,0.04290
0.04915,150.64,0.04390
0.05012,160.05,0.04480
0.05108,169.33,0.04580
0.05204,179.12,0.04680
0.05301,189.27,0.04770
0.05397,198.83,0.04870
0.05493,209.65,0.04960
0.05590,220.78,0.05067
0.05686,232.08,0.05160
0.05782,242.64,0.05254
0.05879,253.59,0.05350
0.05975,264.88,0.05450
0.06071,276.16,0.05540
0.06168,287.25,0.05636
0.06264,299.24,0.05730
0.06360,311.06,0.05830
0.06457,322.72,0.05920
0.06553,334.69,0.06020
0.06649,346.99,0.06120
0.06746,359.77,0.06220
0.06842,372.77,0.06320
0.06938,384.67,0.06410
0.07035,397.58,0.06518
0.07131,410.70,0.06610
0.07227,423.46,0.06710
0.07324,435.71,0.06800
0.07420,447.96,0.06900
0.07516,461.74,0.07000
0.07613,474.45,0.07090
0.07709,487.47,0.07190
0.07805,500.42,0.07280
0.07902,513.45,0.07380
0.07998,526.50,0.07470
0.08095,539.94,0.07570
0.08191,552.76,0.07660
0.08287,566.37,0.07760
0.08384,579.68,0.07860
0.08480,593.88,0.07950
0.08576,607.79,0.08050
0.08673,621.29,0.08150
0.08769,635.96,0.08250
0.08865,649.87,0.08340
0.08962,664.65,0.08440
0.09058,678.77,0.08540
0.09154,692.97,0.08630
0.09251,707.02,0.08730
0.09347,721.37,0.08822
0.09443,736.08,0.08920
0.09540,750.69,0.09020
0.09636,765.53,0.09116
0.09732,780.55,0.09210
0.09829,795.27,0.09300
0.09925,809.77,0.09400
0.1002,825.87,0.09500
0.1012,840.78,0.09600
0.1021,855.58,0.09690
0.1031,870.66,0.09790
0.1041,886.74,0.09890
0.1050,901.49,0.09980
0.1060,917.07,0.1008
0.1070,931.63,0.1017
0.1079,947.45,0.1027
0.1089,963.93,0.1037
0.1098,980.17,0.1047
0.1108,995.19,0.1056
0.1118,1010.0,0.1065
0.1127,1026.3,0.1075
0.1137,1041.8,0.1085
0.1147,1057.5,0.1094
0.1156,1073.2,0.1104
0.1166,1088.9,0.1114
0.1176,1105.0,0.1123
0.1185,1121.4,0.1133
0.1195,1136.9,0.1143
0.1204,1153.7,0.1153
0.1214,1170.2,0.1162
0.1224,1187.0,0.1172
0.1233,1203.4,0.1181
0.1243,1218.5,0.1191
0.1253,1235.2,0.1201
0.1262,1251.4,0.1210
0.1272,1267.6,0.1219
0.1282,1283.8,0.1229
0.1291,1300.8,0.1239
0.1301,1316.6,0.1248
0.1310,1333.6,0.1258
0.1320,1349.6,0.1268
0.1330,1367.0,0.1278
0.1339,1384.7,0.1288
0.1349,1401.3,0.1297
0.1359,1417.5,0.1307
0.1368,1433.8,0.1316
0.1378,1450.9,0.1326
0.1388,1467.6,0.1336
0.1397,1484.5,0.1345
0.1407,1501.2,0.1355
0.1416,1518.9,0.1365
0.1426,1535.9,0.1374
0.1436,1552.3,0.1384
0.1445,1568.9,0.1394
0.1455,1585.7,0.1403
0.1465,1602.4,0.1413
0.1474,1619.4,0.1422
0.1484,1635.7,0.1432
0.1493,1651.8,0.1442
0.1503,1669.4,0.1451
0.1513,1685.7,0.1461
0.1522,1703.1,0.1470
0.1532,1719.7,0.1480
0.1542,1737.5,0.1490
0.1551,1754.2,0.1499
0.1561,1770.7,0.1509
0.1571,1787.9,0.1519
0.1580,1804.7,0.1529
0.1590,1821.7,0.1538
0.1599,1838.7,0.1548
0.1609,1855.4,0.1557
0.1619,1870.9,0.1567
0.1628,1888.4,0.1576
0.1638,1904.7,0.1586
0.1648,1922.3,0.1596
0.1657,1939.3,0.1606
0.1667,1957.1,0.1616
0.1677,1973.6,0.1625
0.1686,1990.3,0.1635
0.1696,2007.5,0.1645
0.1705,2024.0,0.1654
0.1715,2040.8,0.1664
0.1725,2057.6,0.1673
0.1734,2073.7,0.1683
0.1744,2090.1,0.1692
0.1754,2107.8,0.1702
0.1763,2125.3,0.1712
0.1773,2141.9,0.1722
0.1783,2158.4,0.1731
0.1792,2174.9,0.1741
0.1802,2190.9,0.1750
0.1811,2207.3,0.1760
0.1821,2223.5,0.1769
0.1831,2240.6,0.1779
0.1840,2256.3,0.1789
0.1850,2272.7,0.1798
0.1860,2289.5,0.1808
0.1869,2306.1,0.1818
0.1879,2324.1,0.1828
0.1888,2340.9,0.1837
0.1898,2357.2,0.1847
0.1908,2373.1,0.1856
0.1917,2390.2,0.1866
0.1927,2405.9,0.1875
0.1937,2422.1,0.1885
0.1946,2439.1,0.1895
0.1956,2455.5,0.1904
0.1966,2470.8,0.1913
0.1975,2487.8,0.1923
0.1985,2504.2,0.1933
0.1994,2521.1,0.1943
0.2004,2538.3,0.1953
0.2014,2553.7,0.1962
0.2023,2570.9,0.1972
0.2033,2587.5,0.1982
0.2043,2603.7,0.1991
0.2052,2619.4,0.2000
0.2062,2635.4,0.2010
0.2072,2653.4,0.2021
0.2081,2669.3,0.2030
0.2091,2685.3,0.2039
0.2100,2700.9,0.2049
0.2110,2716.8,0.2059
0.2120,2731.6,0.2068
0.2129,2748.7,0.2078
0.2139,2764.6,0.2087
0.2149,2780.9,0.2097
0.2158,2796.5,0.2107
0.2168,2813.0,0.2116
0.2178,2828.7,0.2125
0.2187,2844.6,0.2136
0.2197,2861.1,0.2145
0.2206,2876.5,0.2155
0.2216,2892.6,0.2164
0.2226,2908.4,0.2174
0.2235,2924.0,0.2184
0.2245,2939.0,0.2193
0.2255,2954.8,0.2203
0.2264,2970.0,0.2212
0.2274,2985.6,0.2222
0.2284,3001.5,0.2232
0.2293,3016.6,0.2241
0.2303,3032.0,0.2251
0.2312,3047.2,0.2261
0.2322,3063.8,0.2271
0.2332,3079.1,0.2280
0.2341,3093.7,0.2290
0.2351,3109.4,0.2300
0.2361,3125.3,0.2309
0.2370,3139.5,0.2319
0.2380,3155.4,0.2329
0.2389,3169.9,0.2338
0.2399,3185.7,0.2348
0.2409,3201.4,0.2358
0.2418,3216.5,0.2368
0.2428,3230.5,0.2377
0.2438,3244.7,0.2387
0.2447,3259.8,0.2397
0.2457,3274.5,0.2406
0.2467,3288.8,0.2415
0.2476,3303.9,0.2425
0.2486,3318.3,0.2435
0.2495,3332.6,0.2445
0.2505,3348.1,0.2454
0.2515,3362.2,0.2464
0.2524,3377.3,0.2474
0.2534,3392.7,0.2484
0.2544,3407.6,0.2493
0.2553,3420.6,0.2502
0.2563,3434.1,0.2512
0.2573,3449.0,0.2522
0.2582,3462.6,0.2531
0.2592,3476.4,0.2541
0.2601,3490.0,0.2551
0.2611,3504.3,0.2560
0.2621,3517.0,0.2570
0.2630,3532.2,0.2579
0.2640,3545.2,0.2589
0.2650,3560.7,0.2599
0.2659,3575.0,0.2609
0.2669,3588.5,0.2618
0.2679,3601.9,0.2628
0.2688,3616.0,0.2638
0.2698,3630.0,0.2648
0.2707,3643.5,0.2657
0.2717,3656.5,0.2667
0.2727,3670.5,0.2677
0.2736,3685.3,0.2686
0.2746,3697.0,0.2696
0.2756,3710.6,0.2705
0.2765,3723.2,0.2715
0.2775,3736.8,0.2725
0.2784,3749.6,0.2734
0.2794,3762.2,0.2744
0.2804,3774.5,0.2753
0.2813,3788.0,0.2763
0.2823,3800.6,0.2772
0.2833,3813.4,0.2782
0.2842,3824.7,0.2792
0.2852,3838.8,0.2802
0.2862,3851.9,0.2812
0.2871,3863.2,0.2821
0.2881,3876.1,0.2831
0.2890,3888.1,0.2840
0.2900,3900.7,0.2850
0.2910,3912.7,0.2859
0.2919,3924.5,0.2869
0.2929,3935.6,0.2878
0.2939,3947.2,0.2888
0.2948,3958.3,0.2897
0.2958,3970.9,0.2907
0.2968,3982.3,0.2917
0.2977,3995.5,0.2927
0.2987,4007.6,0.2937
0.2996,4017.6,0.2946
0.3006,4030.4,0.2956
0.3016,4041.9,0.2965
0.3025,4053.4,0.2975
0.3035,4064.3,0.2985
0.3045,4074.9,0.2994
0.3054,4086.6,0.3003
0.3064,4098.2,0.3013
0.3074,4110.6,0.3023
0.3083,4122.0,0.3033
0.3093,4133.1,0.3042
0.3102,4144.4,0.3052
0.3112,4156.1,0.3062
0.3122,4165.6,0.3071
0.3131,4178.3,0.3081
0.3141,4188.9,0.3090
0.3151,4201.2,0.3100
0.3160,4212.8,0.3110
0.3170,4223.3,0.3119
0.3179,4235.6,0.3129
0.3189,4247.9,0.3139
0.3199,4260.9,0.3149
0.3208,4271.6,0.3159
0.3218,4282.7,0.3168
0.3228,4294.2,0.3178
0.3237,4305.9,0.3187
0.3247,4315.3,0.3196
0.3257,4327.7,0.3206
0.3266,4340.0,0.3216
0.3276,4351.4,0.3225
0.3285,4362.4,0.3235
0.3295,4373.8,0.3244
0.3305,4386.7,0.3254
0.3314,4399.2,0.3264
0.3324,4410.8,0.3273
0.3334,4423.4,0.3284
0.3343,4436.6,0.3294
0.3353,4448.5,0.3303
0.3363,4459.6,0.3312
0.3372,4469.7,0.3322
0.3382,4483.3,0.3332
0.3391,4495.8,0.3342
