rv,ri
4, 118.38161218052579
4.001, 118.38161218052565
4.002000000000001, 118.38161218052565
4.003000000000001, 118.38161218052564
4.004000000000001, 118.38161218052562
4.005000000000002, 118.38161218052561
4.006000000000002, 118.38161218052561
4.007000000000002, 118.3816121805256
4.008000000000002, 118.38161218052556
4.009000000000003, 118.38161218052556
4.010000000000003, 118.38161218052556
4.011000000000004, 118.38161218052555
4.012000000000004, 118.38161218052555
4.013000000000004, 118.38161218052554
4.014000000000005, 118.3816121805256
4.015000000000005, 118.3816121805256
4.016000000000005, 118.38161218052556
4.017000000000005, 118.38161218052556
4.018000000000007, 118.38161218052555
4.019000000000006, 118.38161218052548
4.020000000000007, 118.38161218052548
4.021000000000007, 118.38161218052547
4.022000000000007, 118.38161218052541
4.023000000000008, 118.3816121805254
4.024000000000008, 118.38161218052538
4.025000000000008, 118.3816121805254
4.026000000000009, 118.3816121805254
4.027000000000008, 118.38161218052537
4.028000000000009, 118.38161218052537
4.02900000000001, 118.38161218052537
4.03000000000001, 118.38161218052535
4.0310000000000095, 118.38161218052535
4.032000000000011, 118.38161218052534
4.033000000000011, 118.38161218052534
4.034000000000011, 118.38161218052532
4.035000000000012, 118.3816121805254
4.036000000000012, 118.38161218052538
4.037000000000012, 118.38161218052538
4.038000000000013, 118.38161218052537
4.039000000000013, 118.38161218052542
4.040000000000013, 118.38161218052541
4.041000000000014, 118.38161218052542
4.042000000000014, 118.38161218052541
4.043000000000014, 118.3816121805254
4.044000000000015, 118.38161218052541
4.045000000000015, 118.38161218052541
4.0460000000000145, 118.38161218052538
4.047000000000017, 118.38161218052538
4.048000000000016, 118.3816121805254
4.049000000000016, 118.38161218052538
4.050000000000016, 118.38161218052538
4.051000000000017, 118.38161218052538
4.052000000000017, 118.38161218052538
4.053000000000018, 118.38161218052537
4.054000000000018, 118.38161218052538
4.055000000000018, 118.38161218052537
4.056000000000019, 118.38161218052537
4.057000000000019, 118.38161218052537
4.058000000000019, 118.38161218052537
4.05900000000002, 118.38161218052534
4.06000000000002, 118.38161218052532
4.06100000000002, 118.3816121805254
4.062000000000021, 118.38161218052535
4.063000000000021, 118.38161218052535
4.064000000000021, 118.38161218052535
4.065000000000022, 118.38161218052535
4.066000000000022, 118.38161218052535
4.067000000000022, 118.38161218052535
4.068000000000023, 118.38161218052535
4.069000000000023, 118.38161218052534
4.070000000000023, 118.38161218052535
4.071000000000024, 118.38161218052535
4.072000000000024, 118.38161218052538
4.073000000000025, 118.38161218052534
4.074000000000025, 118.38161218052534
4.075000000000025, 118.38161218052534
4.076000000000025, 118.38161218052534
4.077000000000026, 118.38161218052535
4.078000000000026, 118.38161218052534
4.079000000000026, 118.38161218052534
4.080000000000027, 118.38161218052534
4.081000000000027, 118.38161218052534
4.082000000000027, 118.38161218052532
4.083000000000028, 118.38161218052532
4.084000000000027, 118.38161218052532
4.085000000000028, 118.38161218052532
4.086000000000029, 118.38161218052532
4.087000000000029, 118.3816121805253
4.088000000000029, 118.38161218052532
4.08900000000003, 118.38161218052532
4.09000000000003, 118.38161218052532
4.09100000000003, 118.38161218052532
4.092000000000031, 118.38161218052532
4.093000000000031, 118.38161218052534
4.094000000000031, 118.38161218052534
4.095000000000032, 118.38161218052534
4.096000000000032, 118.38161218052537
4.097000000000032, 118.38161218052537
4.098000000000033, 118.38161218052535
4.099000000000033, 118.38161218052535
4.100000000000033, 118.38161218052535
4.101000000000034, 118.38161218052534
4.102000000000034, 118.38161218052534
4.103000000000034, 118.38161218052534
4.104000000000035, 118.38161218052534
4.105000000000035, 118.38161218052534
4.106000000000035, 118.38161218052532
4.107000000000036, 118.38161218052532
4.108000000000036, 118.38161218052534
4.109000000000036, 118.38161218052534
4.110000000000037, 118.38161218052534
4.111000000000037, 118.38161218052534
4.112000000000037, 118.38161218052534
4.113000000000038, 118.38161218052534
4.114000000000037, 118.38161218052534
4.115000000000038, 118.38161218052534
4.11600000000004, 118.38161218052534
4.117000000000039, 118.38161218052534
4.118000000000039, 118.38161218052534
4.11900000000004, 118.38161218052534
4.12000000000004, 118.38161218052534
4.12100000000004, 118.38161218052534
4.122000000000041, 118.38161218052534
4.123000000000042, 118.38161218052534
4.124000000000042, 118.38161218052534
4.125000000000042, 118.38161218052534
4.126000000000042, 118.38161218052534
