rv,ri
6, 108.61171177361973
6.01, 108.90683906617602
6.02, 109.12665066178788
6.029999999999999, 109.28105055305718
6.039999999999999, 109.37994273258577
6.049999999999999, 109.43323119297564
6.059999999999999, 109.45081992682869
6.0699999999999985, 109.44261292674678
6.079999999999998, 109.41851418533187
6.089999999999998, 109.38842769518587
6.099999999999998, 109.36225744891067
6.109999999999998, 109.34990743910815
6.119999999999997, 109.36128165838034
6.129999999999997, 109.40627838240977
6.139999999999997, 109.4855740104429
6.149999999999997, 109.57188621667308
6.159999999999997, 109.62853365848822
6.169999999999996, 109.59921303652054
6.179999999999996, 109.44133704175377
6.189999999999996, 109.26113373561977
6.199999999999996, 109.22093764920473
6.2099999999999955, 109.32518405398537
6.219999999999995, 109.4694617393547
6.229999999999995, 109.5679435833627
6.239999999999995, 109.55757883613326
6.249999999999995, 109.4555506540033
6.2599999999999945, 109.40027710600924
6.269999999999994, 109.47003536199576
6.279999999999994, 109.57975394457283
6.289999999999994, 109.64380949613704
6.299999999999994, 109.6577442099319
6.309999999999993, 109.63536130829148
6.319999999999993, 109.59046401354973
6.329999999999993, 109.53747073050067
6.339999999999993, 109.49647239052376
6.3499999999999925, 109.48825836388403
6.359999999999992, 109.49559398321962
6.369999999999992, 109.47203574421044
6.379999999999992, 109.42024534531252
6.389999999999992, 109.40236767031139
6.3999999999999915, 109.44306016091696
6.409999999999991, 109.49346806345767
6.419999999999991, 109.51073407008121
6.429999999999991, 109.4893508741967
6.439999999999991, 109.43829041569794
6.44999999999999, 109.40143071215635
6.45999999999999, 109.42187205467367
6.46999999999999, 109.47382550272656
6.47999999999999, 109.50590506017176
6.4899999999999896, 109.50162841065878
6.499999999999989, 109.46719965133818
6.509999999999989, 109.42141293148921
6.519999999999989, 109.39411032649019
6.529999999999989, 109.3943236088354
6.5399999999999885, 109.40145055658292
6.549999999999988, 109.40173066930569
6.559999999999988, 109.40042355123458
6.569999999999988, 109.40203835045838
6.579999999999988, 109.40086055336944
6.589999999999987, 109.39315095681101
6.599999999999987, 109.3958112357364
6.609999999999987, 109.42804389986055
6.619999999999987, 109.47405846652462
6.629999999999987, 109.50231195148082
6.639999999999986, 109.50071761300116
6.649999999999986, 109.47193641747599
6.659999999999986, 109.42799337271516
6.669999999999986, 109.39064541834271
6.6799999999999855, 109.37223444205534
6.689999999999985, 109.36893628729456
6.699999999999985, 109.37543894758932
6.709999999999985, 109.38643041646878
6.719999999999985, 109.39659868746196
6.729999999999984, 109.40063175409799
6.739999999999984, 109.39592867097986
6.749999999999984, 109.3964162833583
6.759999999999984, 109.42019237688937
6.769999999999984, 109.46485325328351
6.779999999999983, 109.51621417829551
6.789999999999983, 109.55995011757523
6.799999999999983, 109.58208956736489
6.809999999999983, 109.58180376077335
6.8199999999999825, 109.57494923109898
6.829999999999982, 109.57302382295244
6.839999999999982, 109.57713681879038
6.849999999999982, 109.583480828338
6.859999999999982, 109.57728139708274
6.8699999999999815, 109.54623698946754
6.879999999999981, 109.49855189519765
6.889999999999981, 109.44825774728115
6.899999999999981, 109.40900449478957
6.909999999999981, 109.39295927842633
6.91999999999998, 109.3961782228516
6.92999999999998, 109.40422814415751
6.93999999999998, 109.40983639366563
6.94999999999998, 109.41307589610682
6.9599999999999795, 109.41433779136239
6.969999999999979, 109.41401321931352
6.979999999999979, 109.4124933198416
6.989999999999979, 109.41016923282788
6.999999999999979, 109.40743209815362
7.0099999999999785, 109.40467305570013
7.019999999999978, 109.40228324534867
7.029999999999978, 109.40065380698053
7.039999999999978, 109.40010126394901
7.049999999999978, 109.40028185923248
7.059999999999977, 109.40053393363223
7.069999999999977, 109.40060249894469
7.079999999999977, 109.40055302140338
7.089999999999977, 109.40045951029364
7.0999999999999766, 109.4003954676439
7.109999999999976, 109.40039234868837
7.119999999999976, 109.40040873215526
7.129999999999976, 109.40041125924543
7.139999999999976, 109.40040708443338
7.1499999999999755, 109.40040672889081
7.159999999999975, 109.40040730332701
7.169999999999975, 109.40040422203408
7.179999999999975, 109.4004044576855
7.189999999999975, 109.40041878874511
7.199999999999974, 109.40044887811376
7.209999999999974, 109.40049081220685
7.219999999999974, 109.40054059758941
7.229999999999974, 109.40059424082645
7.239999999999974, 109.40064774848291
7.249999999999973, 109.40069712712393
7.259999999999973, 109.40073838331436
7.269999999999973, 109.40076752361931
7.279999999999973, 109.40078055460376
7.2899999999999725, 109.40077348283268
7.299999999999972, 109.40074231487114
7.309999999999972, 109.40068305728408
7.319999999999972, 109.40059171663654
7.329999999999972, 109.40046429949354
7.339999999999971, 109.40030809089643
7.349999999999971, 109.40028116217978
7.359999999999971, 109.40062197558632
7.369999999999971, 109.40087741314255
7.379999999999971, 109.39989324048915
7.38999999999997, 109.39862084435677
7.39999999999997, 109.40138350120529
7.40999999999997, 109.41109683182302
7.41999999999997, 109.42660090975323
7.4299999999999695, 109.44613976259903
7.439999999999969, 109.4679574179635
7.449999999999969, 109.49029790344979
7.459999999999969, 109.5114052466609
7.469999999999969, 109.52952347520002
7.4799999999999685, 109.54289661667022
7.489999999999968, 109.54976869867458
7.499999999999968, 109.54838374881624
7.509999999999968, 109.53698579469824
7.519999999999968, 109.51381886392372
7.529999999999967, 109.47719561518474
7.539999999999967, 109.4323773365828
7.549999999999967, 109.39744061172253
7.559999999999967, 109.38664872007087
7.5699999999999665, 109.39959555097367
7.579999999999966, 109.43261516636596
7.589999999999966, 109.47899012706566
7.599999999999966, 109.53005155206306
7.609999999999966, 109.56933308324004
7.6199999999999655, 109.57963985830723
7.629999999999965, 109.57449449782366
7.639999999999964, 109.58521467647226
7.649999999999965, 109.59656736461427
7.659999999999965, 109.54935222359804
7.669999999999964, 109.44954408542756
7.679999999999964, 109.39907454223774
7.689999999999964, 109.44333973248521
7.699999999999964, 109.48917952060964
7.7099999999999635, 109.46126419023496
7.719999999999963, 109.40459043515605
7.729999999999963, 109.3792709422591
7.739999999999963, 109.39251909817659
7.749999999999963, 109.43278097084216
7.7599999999999625, 109.47661486889598
7.769999999999962, 109.49649523926927
7.779999999999962, 109.49275827776782
7.789999999999963, 109.48644878943931
7.799999999999962, 109.48675792615583
7.809999999999961, 109.48898044662647
7.819999999999961, 109.48954878445217
