Time (min),Force (N),Position (mm)
2E-05,0.214,-0.000300
0.002,0.193,-0.000300
0.005,0.250,-0.000300
0.007,0.350,0.00
0.01,0.316,0.00260
0.01,0.483,0.00570
0.01,0.700,0.00850
0.02,0.793,0.0112
0.02,1.00,0.0137
0.02,1.22,0.0162
0.02,1.31,0.0187
0.03,1.38,0.0211
0.03,1.49,0.0235
0.03,1.66,0.0259
0.03,1.77,0.0284
0.04,1.83,0.0308
0.04,1.95,0.0332
0.04,2.04,0.0356
0.04,2.13,0.0381
0.05,2.30,0.0405
0.05,2.50,0.0429
0.05,2.66,0.0454
0.05,2.92,0.0477
0.06,2.91,0.0502
0.06,3.09,0.0526
0.06,3.31,0.0550
0.06,3.46,0.0574
0.07,3.66,0.0598
0.07,3.81,0.0623
0.07,4.09,0.0647
0.07,4.41,0.0671
0.08,4.71,0.0695
0.08,5.11,0.0720
0.08,5.64,0.0744
0.08,6.06,0.0768
0.08,6.54,0.0792
0.09,7.04,0.0816
0.09,7.72,0.0841
0.09,8.34,0.0865
0.09,9.17,0.0889
0.1,10.0,0.0913
0.1,11.1,0.0938
0.1,12.1,0.0962
0.1,13.5,0.0987
0.1,14.8,0.101
0.1,16.2,0.104
0.1,17.8,0.106
0.1,19.3,0.108
0.1,21.0,0.111
0.1,22.9,0.113
0.1,24.8,0.116
0.1,27.0,0.118
0.1,29.4,0.120
0.1,31.8,0.123
0.1,34.8,0.125
0.1,37.9,0.128
0.1,41.3,0.130
0.1,45.3,0.133
0.1,49.7,0.135
0.1,54.6,0.137
0.1,59.8,0.140
0.1,65.5,0.142
0.2,71.8,0.145
0.2,78.0,0.147
0.2,85.1,0.150
0.2,92.1,0.152
0.2,99.5,0.154
0.2,107,0.157
0.2,116,0.159
0.2,125,0.162
0.2,133,0.164
0.2,143,0.166
0.2,153,0.169
0.2,163,0.171
0.2,173,0.174
0.2,184,0.176
0.2,195,0.179
0.2,207,0.181
0.2,219,0.183
0.2,232,0.186
0.2,245,0.188
0.2,258,0.191
0.2,273,0.193
0.2,287,0.196
0.2,302,0.198
0.2,317,0.200
0.2,333,0.203
0.2,350,0.205
0.2,366,0.208
0.2,384,0.210
0.2,402,0.212
0.2,421,0.215
0.2,439,0.217
0.2,458,0.220
0.2,478,0.222
0.2,498,0.225
0.2,519,0.227
0.2,540,0.229
0.2,561,0.232
0.2,584,0.234
0.2,606,0.237
0.2,629,0.239
0.2,652,0.242
0.2,676,0.244
0.3,701,0.246
0.3,726,0.249
0.3,750,0.251
0.3,775,0.254
0.3,802,0.256
0.3,829,0.259
0.3,855,0.261
0.3,883,0.263
0.3,910,0.266
0.3,939,0.268
0.3,967,0.271
