Time (min),Force (N),Position (mm)
2E-05,0.393,-0.000400
0.002,0.364,-0.000400
0.004,0.450,-0.000400
0.005,0.379,-0.000400
0.007,0.418,-0.000100
0.009,0.400,0.00130
0.01,0.500,0.00370
0.01,0.479,0.00590
0.01,0.485,0.00800
0.02,0.698,0.0100
0.02,0.762,0.0118
0.02,0.879,0.0137
0.02,0.919,0.0154
0.02,1.28,0.0172
0.02,1.58,0.0190
0.03,1.95,0.0208
0.03,2.59,0.0225
0.03,3.22,0.0243
0.03,3.95,0.0261
0.03,4.87,0.0278
0.04,5.90,0.0296
0.04,7.00,0.0313
0.04,8.38,0.0331
0.04,10.0,0.0348
0.04,11.7,0.0366
0.04,13.9,0.0383
0.05,16.2,0.0401
0.05,18.7,0.0419
0.05,21.6,0.0436
0.05,24.5,0.0454
0.05,27.7,0.0471
0.05,31.1,0.0489
0.06,34.8,0.0506
0.06,38.6,0.0523
0.06,42.9,0.0541
0.06,47.1,0.0558
0.06,52.0,0.0577
0.06,56.9,0.0594
0.07,62.0,0.0612
0.07,67.6,0.0630
0.07,73.2,0.0647
0.07,79.2,0.0664
0.07,85.4,0.0681
0.08,91.9,0.0699
0.08,98.8,0.0717
0.08,106,0.0734
0.08,114,0.0752
0.08,122,0.0770
0.08,130,0.0787
0.09,138,0.0804
0.09,147,0.0822
0.09,156,0.0839
0.09,166,0.0857
0.09,176,0.0875
0.09,187,0.0892
0.1,197,0.0910
0.1,208,0.0927
0.1,220,0.0945
0.1,232,0.0963
0.1,243,0.0980
0.1,255,0.0997
0.1,268,0.102
0.1,281,0.103
0.1,294,0.105
0.1,308,0.107
0.1,322,0.109
0.1,336,0.110
0.1,351,0.112
0.1,366,0.114
0.1,381,0.116
0.1,396,0.117
0.1,412,0.119
0.1,429,0.121
0.1,445,0.123
0.1,462,0.124
0.1,478,0.126
0.1,496,0.128
0.1,513,0.130
0.1,531,0.131
0.1,549,0.133
0.1,566,0.135
0.1,585,0.137
0.1,603,0.138
0.1,622,0.140
0.1,643,0.142
0.1,662,0.144
0.2,681,0.145
0.2,700,0.147
0.2,721,0.149
0.2,741,0.151
0.2,762,0.152
0.2,783,0.154
0.2,804,0.156
0.2,826,0.158
0.2,847,0.159
0.2,869,0.161
0.2,890,0.163
0.2,913,0.165
0.2,935,0.166
0.2,957,0.168
0.2,980,0.170
0.2,1000,0.172
0.2,1030,0.174
0.2,1050,0.175
0.2,1070,0.177
0.2,1100,0.179
0.2,1120,0.180
0.2,1150,0.182
0.2,1170,0.184
0.2,1200,0.186
0.2,1220,0.187
0.2,1250,0.189
0.2,1270,0.191
0.2,1300,0.193
0.2,1320,0.194
0.2,1350,0.196
0.2,1370,0.198
0.2,1400,0.200
0.2,1420,0.201
0.2,1450,0.203
0.2,1480,0.205
0.2,1510,0.207
0.2,1530,0.208
0.2,1560,0.210
0.2,1590,0.212
0.2,1610,0.214
0.2,1640,0.215
0.2,1670,0.217
0.2,1700,0.219
0.2,1730,0.221
0.2,1760,0.222
0.2,1790,0.224
0.2,1820,0.226
0.2,1850,0.228
0.2,1880,0.229
0.2,1910,0.231
0.2,1940,0.233
0.2,1970,0.235
0.2,2000,0.237
0.2,2030,0.238
0.2,2060,0.240
0.2,2090,0.242
0.2,2130,0.244
0.3,2160,0.245
0.3,2190,0.247
0.3,2220,0.249
0.3,2250,0.251
0.3,2290,0.252
0.3,2320,0.254
0.3,2350,0.256
0.3,2390,0.258
0.3,2420,0.259
0.3,2450,0.261
