Time (min),Force (N),Position (mm)
1.67E-05,0.250,-0.000200
0.00202,0.221,-0.000200
0.00403,0.250,-0.000200
0.00603,0.222,0.00
0.00804,0.424,0.00150
0.0100,0.773,0.00400
0.0121,0.880,0.00640
0.0141,1.26,0.00870
0.0161,1.48,0.0109
0.0181,1.83,0.0130
0.0201,2.08,0.0150
0.0221,2.45,0.0170
0.0241,2.73,0.0191
0.0261,3.24,0.0211
0.0281,3.47,0.0231
0.0301,4.08,0.0252
0.0321,4.56,0.0271
0.0341,5.09,0.0291
0.0361,5.85,0.0311
0.0381,6.62,0.0331
0.0401,7.48,0.0351
0.0421,8.49,0.0372
0.0441,9.60,0.0392
0.0462,10.6,0.0412
0.0482,12.0,0.0432
0.0502,13.3,0.0453
0.0522,14.9,0.0472
0.0542,16.5,0.0493
0.0562,18.2,0.0513
0.0582,20.0,0.0533
0.0602,21.8,0.0553
0.0622,23.9,0.0573
0.0642,26.0,0.0592
0.0662,28.4,0.0613
0.0682,30.8,0.0633
0.0702,33.5,0.0653
0.0722,36.3,0.0673
0.0742,39.5,0.0693
0.0762,42.6,0.0713
0.0782,45.9,0.0733
0.0803,49.5,0.0753
0.0823,53.2,0.0773
0.0843,56.9,0.0793
0.0863,60.9,0.0813
0.0883,65.2,0.0833
0.0903,69.5,0.0853
0.0923,74.0,0.0873
0.0943,78.4,0.0893
0.0963,83.4,0.0913
0.0983,88.3,0.0933
0.100,93.4,0.0954
0.102,98.6,0.0973
0.104,104,0.0993
0.106,109,0.101
0.108,115,0.103
0.110,121,0.105
0.112,127,0.107
0.114,133,0.109
0.116,139,0.111
0.118,146,0.113
0.120,153,0.115
0.122,160,0.117
0.124,167,0.120
0.126,175,0.121
0.128,182,0.123
0.130,190,0.125
0.132,198,0.127
0.134,206,0.129
0.136,214,0.131
0.138,222,0.133
0.140,231,0.135
0.142,240,0.138
0.144,249,0.140
0.146,258,0.142
0.148,267,0.144
0.150,276,0.146
0.152,286,0.148
0.154,296,0.150
0.156,306,0.152
0.158,316,0.154
0.160,327,0.156
0.162,338,0.158
0.164,348,0.160
0.167,359,0.162
0.169,370,0.163
0.171,382,0.166
0.173,394,0.168
0.175,406,0.170
0.177,419,0.172
0.179,431,0.174
0.181,443,0.176
0.183,456,0.178
0.185,469,0.180
0.187,482,0.182
0.189,496,0.184
0.191,509,0.186
0.193,523,0.188
0.195,537,0.190
0.197,551,0.192
0.199,566,0.194
0.201,581,0.196
0.203,595,0.198
0.205,610,0.200
0.207,625,0.202
0.209,641,0.204
0.211,656,0.206
0.213,672,0.208
0.215,688,0.210
0.217,704,0.212
0.219,721,0.214
0.221,738,0.216
0.223,755,0.218
0.225,772,0.220
0.227,789,0.222
0.229,807,0.224
0.231,824,0.226
0.233,842,0.228
0.235,860,0.230
0.237,878,0.232
0.239,896,0.234
0.241,915,0.236
0.243,934,0.238
0.245,953,0.240
0.247,971,0.242
0.249,991,0.244
0.251,1010,0.246
0.253,1030,0.248
0.255,1050,0.250
0.257,1070,0.252
0.259,1090,0.254
0.261,1110,0.256
0.263,1130,0.258
0.265,1150,0.260
0.267,1170,0.262
0.269,1190,0.264
0.271,1220,0.266
0.273,1240,0.268
0.275,1260,0.270
0.277,1280,0.272
0.279,1300,0.274
0.281,1320,0.276
0.283,1340,0.278
0.285,1370,0.280
0.287,1390,0.282
0.289,1410,0.284
0.291,1440,0.286
0.293,1460,0.288
0.295,1480,0.290
0.297,1500,0.292
0.299,1530,0.294
0.301,1550,0.296
0.303,1570,0.298
0.305,1600,0.300
0.307,1620,0.302
0.309,1650,0.304
0.311,1670,0.306
0.313,1690,0.308
0.315,1720,0.310
0.317,1740,0.312
0.319,1770,0.314
0.321,1790,0.316
0.323,1810,0.318
0.325,1840,0.320
0.327,1860,0.322
0.329,1890,0.324
0.331,1910,0.326
0.333,1940,0.328
0.335,1960,0.330
0.337,1990,0.332
0.339,2010,0.334
0.341,2040,0.336
0.343,2060,0.338
0.345,2090,0.340
0.347,2110,0.342
0.349,2140,0.344
0.351,2160,0.346
0.353,2190,0.348
0.355,2220,0.350
0.357,2240,0.352
0.359,2270,0.354
0.361,2300,0.356
0.363,2320,0.358
0.365,2350,0.360
0.367,2380,0.362
0.369,2400,0.364
0.371,2430,0.366
0.373,2460,0.368
0.375,2480,0.370
0.377,2510,0.372
0.379,2540,0.374
0.381,2560,0.376
0.383,2590,0.378
0.385,2620,0.380
0.387,2650,0.382
0.389,2680,0.384
0.391,2700,0.386
0.393,2730,0.388
0.395,2760,0.390
0.397,2780,0.392
0.399,2810,0.394
0.401,2840,0.396
0.403,2870,0.398
0.405,2900,0.400
0.407,2920,0.402
0.409,2950,0.404
0.411,2980,0.406
0.413,3010,0.408
0.415,3040,0.410
0.417,3060,0.412
0.419,3090,0.414
0.421,3120,0.416
0.423,3150,0.418
0.425,3180,0.420
0.427,3210,0.423
0.429,3240,0.425
0.431,3270,0.427
0.433,3300,0.429
0.435,3320,0.431
0.437,3350,0.433
0.439,3380,0.435
0.441,3410,0.437
0.443,3440,0.439
0.445,3470,0.440
0.447,3500,0.443
