Time (min),Force (N),Position (mm)
1.667E-05,0.21429,0.000
0.001067,0.21429,0.000
0.002118,0.15000,0.000
0.003169,0.34912,0.000
0.004219,0.28806,0.000
0.005270,0.28864,0.000
0.006321,0.29649,0.000
0.007371,0.25106,0.0003000
0.008422,0.47143,0.0008000
0.009473,0.58835,0.001437
0.01052,1.5416,0.002741
0.01157,2.6207,0.004100
0.01262,3.9856,0.005300
0.01368,5.4395,0.006500
0.01473,7.0786,0.007700
0.01578,8.8445,0.008900
0.01683,10.831,0.01007
0.01788,12.834,0.01120
0.01893,14.953,0.01230
0.01998,17.263,0.01350
0.02103,19.594,0.01460
0.02208,22.007,0.01569
0.02313,24.740,0.01670
0.02418,27.626,0.01780
0.02523,30.500,0.01880
0.02628,33.658,0.01990
0.02733,36.925,0.02100
0.02839,40.450,0.02200
0.02944,44.157,0.02310
0.03049,47.975,0.02410
0.03154,51.766,0.02520
0.03259,55.891,0.02620
0.03364,59.934,0.02730
0.03469,64.013,0.02830
0.03574,68.078,0.02934
0.03679,72.261,0.03040
0.03784,76.309,0.03150
0.03889,80.737,0.03250
0.03994,85.128,0.03360
0.04099,89.563,0.03470
0.04204,94.161,0.03570
0.04309,98.751,0.03680
0.04415,103.45,0.03780
0.04520,108.29,0.03890
0.04625,113.02,0.03990
0.04730,117.72,0.04100
0.04835,122.79,0.04200
0.04940,128.04,0.04309
0.05045,133.06,0.04410
0.05150,138.39,0.04510
0.05255,143.89,0.04620
0.05360,149.51,0.04730
0.05465,155.04,0.04830
0.05570,160.65,0.04940
0.05675,166.47,0.05050
0.05780,172.24,0.05150
0.05885,178.06,0.05250
0.05991,183.76,0.05360
0.06096,190.03,0.05464
0.06201,196.02,0.05570
0.06306,202.13,0.05675
0.06411,208.40,0.05780
0.06516,214.76,0.05880
0.06621,220.93,0.05990
0.06726,227.16,0.06090
0.06831,233.93,0.06200
0.06936,240.49,0.06307
0.07041,247.42,0.06410
0.07146,254.22,0.06510
0.07251,261.30,0.06628
0.07356,268.30,0.06730
0.07462,275.24,0.06830
0.07567,282.39,0.06940
0.07672,289.59,0.07040
0.07777,296.71,0.07150
0.07882,303.98,0.07251
0.07987,311.37,0.07360
0.08092,318.89,0.07460
0.08197,326.86,0.07570
0.08302,334.27,0.07670
0.08407,342.17,0.07770
0.08512,350.14,0.07880
0.08617,358.20,0.07984
0.08722,366.10,0.08090
0.08827,374.00,0.08190
0.08932,382.66,0.08300
0.09038,391.25,0.08410
0.09143,399.52,0.08510
0.09248,407.98,0.08620
0.09353,416.89,0.08726
0.09458,425.94,0.08830
0.09563,434.95,0.08940
0.09668,443.64,0.09040
0.09773,452.25,0.09140
0.09878,461.07,0.09249
0.09983,470.28,0.09350
0.1009,479.47,0.09460
0.1019,488.97,0.09560
