Time (min),Force (N),Position (mm)
1.67E-05,0.579,0.00
0.00128,0.534,0.00
0.00254,0.601,0.00
0.00380,0.450,0.00
0.00506,0.577,0.00
0.00632,0.471,0.00
0.00759,0.464,0.00
0.00885,0.607,0.000400
0.0101,0.817,0.00130
0.0114,1.11,0.00260
0.0126,1.61,0.00420
0.0139,2.03,0.00580
0.0152,2.55,0.00730
0.0164,3.04,0.00880
0.0177,3.42,0.0102
0.0189,3.86,0.0116
0.0202,4.17,0.0129
0.0215,4.44,0.0142
0.0227,4.65,0.0155
0.0240,5.18,0.0168
0.0252,5.68,0.0181
0.0265,6.26,0.0193
0.0278,6.91,0.0206
0.0290,7.67,0.0219
0.0303,8.44,0.0232
0.0316,9.27,0.0244
0.0328,10.1,0.0256
0.0341,11.2,0.0269
0.0353,12.1,0.0282
0.0366,12.9,0.0294
0.0379,14.2,0.0307
0.0391,15.3,0.0320
0.0404,16.6,0.0332
0.0417,17.9,0.0345
0.0429,19.3,0.0358
0.0442,20.7,0.0370
0.0454,22.3,0.0382
0.0467,23.8,0.0396
0.0480,25.5,0.0408
0.0492,27.3,0.0421
0.0505,29.1,0.0433
0.0517,30.9,0.0446
0.0530,33.0,0.0458
0.0543,35.1,0.0470
0.0555,37.3,0.0483
0.0568,39.5,0.0496
0.0581,41.7,0.0509
0.0593,44.2,0.0522
0.0606,46.5,0.0534
0.0618,49.0,0.0547
0.0631,51.6,0.0559
0.0644,54.1,0.0572
0.0656,56.8,0.0584
0.0669,59.6,0.0597
0.0681,62.4,0.0610
0.0694,65.3,0.0623
0.0707,68.5,0.0635
0.0719,71.8,0.0648
0.0732,75.0,0.0660
0.0745,78.5,0.0673
0.0757,82.2,0.0686
0.0770,85.7,0.0699
0.0782,89.3,0.0711
0.0795,93.0,0.0723
0.0808,97.0,0.0737
0.0820,101,0.0749
0.0833,105,0.0761
0.0845,109,0.0774
0.0858,113,0.0787
0.0871,117,0.0799
0.0883,122,0.0812
